pK,pL,value
93/256<=pK<=1861/5120,3069/5120<=pL<=307/512, 	Unknown
1861/5120<=pK<=931/2560,3069/5120<=pL<=307/512, 	Unknown
967/2560<=pK<=387/1024,737/1280<=pL<=2949/5120, 	Unknown
387/1024<=pK<=121/320,737/1280<=pL<=2949/5120, 	Unknown
967/2560<=pK<=387/1024,2949/5120<=pL<=295/512, 	Unknown
387/1024<=pK<=121/320,2949/5120<=pL<=295/512, 	Unknown
483/1280<=pK<=1933/5120,295/512<=pL<=2951/5120, 	Unknown
1933/5120<=pK<=967/2560,295/512<=pL<=2951/5120, 	Unknown
483/1280<=pK<=1933/5120,2951/5120<=pL<=369/640, 	Unknown
1933/5120<=pK<=967/2560,2951/5120<=pL<=369/640, 	Unknown
967/2560<=pK<=387/1024,295/512<=pL<=2951/5120, 	Unknown
387/1024<=pK<=121/320,295/512<=pL<=2951/5120, 	Unknown
967/2560<=pK<=387/1024,2951/5120<=pL<=369/640, 	Unknown
387/1024<=pK<=121/320,2951/5120<=pL<=369/640, 	Unknown
193/512<=pK<=1931/5120,1477/2560<=pL<=591/1024, 	Unknown
1931/5120<=pK<=483/1280,1477/2560<=pL<=591/1024, 	Unknown
193/512<=pK<=1931/5120,591/1024<=pL<=739/1280, 	Unknown
1931/5120<=pK<=483/1280,591/1024<=pL<=739/1280, 	Unknown
483/1280<=pK<=1933/5120,369/640<=pL<=2953/5120, 	Unknown
1933/5120<=pK<=967/2560,369/640<=pL<=2953/5120, 	Unknown
483/1280<=pK<=1933/5120,2953/5120<=pL<=1477/2560, 	Unknown
1933/5120<=pK<=967/2560,2953/5120<=pL<=1477/2560, 	Unknown
483/1280<=pK<=1933/5120,1477/2560<=pL<=591/1024, 	Unknown
1933/5120<=pK<=967/2560,1477/2560<=pL<=591/1024, 	Unknown
483/1280<=pK<=1933/5120,591/1024<=pL<=739/1280, 	Unknown
1933/5120<=pK<=967/2560,591/1024<=pL<=739/1280, 	Unknown
241/640<=pK<=1929/5120,739/1280<=pL<=2957/5120, 	Unknown
1929/5120<=pK<=193/512,739/1280<=pL<=2957/5120, 	Unknown
241/640<=pK<=1929/5120,2957/5120<=pL<=1479/2560, 	Unknown
1929/5120<=pK<=193/512,2957/5120<=pL<=1479/2560, 	Unknown
193/512<=pK<=1931/5120,739/1280<=pL<=2957/5120, 	Unknown
1931/5120<=pK<=483/1280,739/1280<=pL<=2957/5120, 	Unknown
193/512<=pK<=1931/5120,2957/5120<=pL<=1479/2560, 	Unknown
1931/5120<=pK<=483/1280,2957/5120<=pL<=1479/2560, 	Unknown
241/640<=pK<=1929/5120,1479/2560<=pL<=2959/5120, 	Unknown
1929/5120<=pK<=193/512,1479/2560<=pL<=2959/5120, 	Unknown
241/640<=pK<=1929/5120,2959/5120<=pL<=37/64, 	Unknown
1929/5120<=pK<=193/512,2959/5120<=pL<=37/64, 	Unknown
121/320<=pK<=1937/5120,23/40<=pL<=589/1024, 	Unknown
1937/5120<=pK<=969/2560,23/40<=pL<=589/1024, 	Unknown
121/320<=pK<=1937/5120,589/1024<=pL<=1473/2560, 	Unknown
1937/5120<=pK<=969/2560,589/1024<=pL<=1473/2560, 	Unknown
969/2560<=pK<=1939/5120,23/40<=pL<=589/1024, 	Unknown
1939/5120<=pK<=97/256,23/40<=pL<=589/1024, 	Unknown
969/2560<=pK<=1939/5120,589/1024<=pL<=1473/2560, 	Unknown
1939/5120<=pK<=97/256,589/1024<=pL<=1473/2560, 	Unknown
121/320<=pK<=1937/5120,1473/2560<=pL<=2947/5120, 	Unknown
1937/5120<=pK<=969/2560,1473/2560<=pL<=2947/5120, 	Unknown
121/320<=pK<=1937/5120,2947/5120<=pL<=737/1280, 	Unknown
1937/5120<=pK<=969/2560,2947/5120<=pL<=737/1280, 	Unknown
121/320<=pK<=1937/5120,737/1280<=pL<=2949/5120, 	Unknown
1937/5120<=pK<=969/2560,737/1280<=pL<=2949/5120, 	Unknown
121/320<=pK<=1937/5120,2949/5120<=pL<=295/512, 	Unknown
1937/5120<=pK<=969/2560,2949/5120<=pL<=295/512, 	Unknown
963/2560<=pK<=1927/5120,37/64<=pL<=2961/5120, 	Unknown
1927/5120<=pK<=241/640,37/64<=pL<=2961/5120, 	Unknown
963/2560<=pK<=1927/5120,2961/5120<=pL<=1481/2560, 	Unknown
1927/5120<=pK<=241/640,2961/5120<=pL<=1481/2560, 	Unknown
481/1280<=pK<=385/1024,1481/2560<=pL<=2963/5120, 	Unknown
385/1024<=pK<=963/2560,1481/2560<=pL<=2963/5120, 	Unknown
481/1280<=pK<=385/1024,2963/5120<=pL<=741/1280, 	Unknown
385/1024<=pK<=963/2560,2963/5120<=pL<=741/1280, 	Unknown
963/2560<=pK<=1927/5120,1481/2560<=pL<=2963/5120, 	Unknown
1927/5120<=pK<=241/640,1481/2560<=pL<=2963/5120, 	Unknown
963/2560<=pK<=1927/5120,2963/5120<=pL<=741/1280, 	Unknown
1927/5120<=pK<=241/640,2963/5120<=pL<=741/1280, 	Unknown
961/2560<=pK<=1923/5120,1483/2560<=pL<=2967/5120, 	Unknown
1923/5120<=pK<=481/1280,1483/2560<=pL<=2967/5120, 	Unknown
961/2560<=pK<=1923/5120,2967/5120<=pL<=371/640, 	Unknown
1923/5120<=pK<=481/1280,2967/5120<=pL<=371/640, 	Unknown
481/1280<=pK<=385/1024,741/1280<=pL<=593/1024, 	Unknown
385/1024<=pK<=963/2560,741/1280<=pL<=593/1024, 	Unknown
481/1280<=pK<=385/1024,593/1024<=pL<=1483/2560, 	Unknown
385/1024<=pK<=963/2560,593/1024<=pL<=1483/2560, 	Unknown
481/1280<=pK<=385/1024,1483/2560<=pL<=2967/5120, 	Unknown
385/1024<=pK<=963/2560,1483/2560<=pL<=2967/5120, 	Unknown
481/1280<=pK<=385/1024,2967/5120<=pL<=371/640, 	Unknown
385/1024<=pK<=963/2560,2967/5120<=pL<=371/640, 	Unknown
241/640<=pK<=1929/5120,37/64<=pL<=2961/5120, 	Unknown
1929/5120<=pK<=193/512,37/64<=pL<=2961/5120, 	Unknown
241/640<=pK<=1929/5120,2961/5120<=pL<=1481/2560, 	Unknown
1929/5120<=pK<=193/512,2961/5120<=pL<=1481/2560, 	Unknown
961/2560<=pK<=1923/5120,371/640<=pL<=2969/5120, 	Unknown
1923/5120<=pK<=481/1280,371/640<=pL<=2969/5120, 	Unknown
961/2560<=pK<=1923/5120,2969/5120<=pL<=297/512, 	Unknown
1923/5120<=pK<=481/1280,2969/5120<=pL<=297/512, 	Unknown
3/8<=pK<=1921/5120,297/512<=pL<=2971/5120, 	Unknown
1921/5120<=pK<=961/2560,297/512<=pL<=2971/5120, 	Unknown
3/8<=pK<=1921/5120,2971/5120<=pL<=743/1280, 	Unknown
1921/5120<=pK<=961/2560,2971/5120<=pL<=743/1280, 	Unknown
961/2560<=pK<=1923/5120,297/512<=pL<=2971/5120, 	Unknown
1923/5120<=pK<=481/1280,297/512<=pL<=2971/5120, 	Unknown
961/2560<=pK<=1923/5120,2971/5120<=pL<=743/1280, 	Unknown
1923/5120<=pK<=481/1280,2971/5120<=pL<=743/1280, 	Unknown
3/8<=pK<=1921/5120,743/1280<=pL<=2973/5120, 	Unknown
1921/5120<=pK<=961/2560,743/1280<=pL<=2973/5120, 	Unknown
3/8<=pK<=1921/5120,2973/5120<=pL<=1487/2560, 	Unknown
1921/5120<=pK<=961/2560,2973/5120<=pL<=1487/2560, 	Unknown
1087/2560<=pK<=435/1024,1311/2560<=pL<=2623/5120, 	Unknown
435/1024<=pK<=17/40,1311/2560<=pL<=2623/5120, 	Unknown
1087/2560<=pK<=435/1024,2623/5120<=pL<=41/80, 	Unknown
435/1024<=pK<=17/40,2623/5120<=pL<=41/80, 	Unknown
543/1280<=pK<=2173/5120,41/80<=pL<=525/1024, 	Unknown
2173/5120<=pK<=1087/2560,41/80<=pL<=525/1024, 	Unknown
543/1280<=pK<=2173/5120,525/1024<=pL<=1313/2560, 	Unknown
2173/5120<=pK<=1087/2560,525/1024<=pL<=1313/2560, 	Unknown
1087/2560<=pK<=435/1024,41/80<=pL<=525/1024, 	Unknown
435/1024<=pK<=17/40,41/80<=pL<=525/1024, 	Unknown
1087/2560<=pK<=435/1024,525/1024<=pL<=1313/2560, 	Unknown
435/1024<=pK<=17/40,525/1024<=pL<=1313/2560, 	Unknown
543/1280<=pK<=2173/5120,1313/2560<=pL<=2627/5120, 	Unknown
2173/5120<=pK<=1087/2560,1313/2560<=pL<=2627/5120, 	Unknown
543/1280<=pK<=2173/5120,2627/5120<=pL<=657/1280, 	Unknown
2173/5120<=pK<=1087/2560,2627/5120<=pL<=657/1280, 	Unknown
217/512<=pK<=2171/5120,657/1280<=pL<=2629/5120, 	Unknown
2171/5120<=pK<=543/1280,657/1280<=pL<=2629/5120, 	Unknown
217/512<=pK<=2171/5120,2629/5120<=pL<=263/512, 	Unknown
2171/5120<=pK<=543/1280,2629/5120<=pL<=263/512, 	Unknown
271/640<=pK<=2169/5120,263/512<=pL<=2631/5120, 	Unknown
2169/5120<=pK<=217/512,263/512<=pL<=2631/5120, 	Unknown
271/640<=pK<=2169/5120,2631/5120<=pL<=329/640, 	Unknown
2169/5120<=pK<=217/512,2631/5120<=pL<=329/640, 	Unknown
217/512<=pK<=2171/5120,263/512<=pL<=2631/5120, 	Unknown
2171/5120<=pK<=543/1280,263/512<=pL<=2631/5120, 	Unknown
217/512<=pK<=2171/5120,2631/5120<=pL<=329/640, 	Unknown
2171/5120<=pK<=543/1280,2631/5120<=pL<=329/640, 	Unknown
543/1280<=pK<=2173/5120,657/1280<=pL<=2629/5120, 	Unknown
2173/5120<=pK<=1087/2560,657/1280<=pL<=2629/5120, 	Unknown
543/1280<=pK<=2173/5120,2629/5120<=pL<=263/512, 	Unknown
2173/5120<=pK<=1087/2560,2629/5120<=pL<=263/512, 	Unknown
1083/2560<=pK<=2167/5120,329/640<=pL<=2633/5120, 	Unknown
2167/5120<=pK<=271/640,329/640<=pL<=2633/5120, 	Unknown
1083/2560<=pK<=2167/5120,2633/5120<=pL<=1317/2560, 	Unknown
2167/5120<=pK<=271/640,2633/5120<=pL<=1317/2560, 	Unknown
541/1280<=pK<=433/1024,1317/2560<=pL<=527/1024, 	Unknown
433/1024<=pK<=1083/2560,1317/2560<=pL<=527/1024, 	Unknown
541/1280<=pK<=433/1024,527/1024<=pL<=659/1280, 	Unknown
433/1024<=pK<=1083/2560,527/1024<=pL<=659/1280, 	Unknown
1083/2560<=pK<=2167/5120,1317/2560<=pL<=527/1024, 	Unknown
2167/5120<=pK<=271/640,1317/2560<=pL<=527/1024, 	Unknown
1083/2560<=pK<=2167/5120,527/1024<=pL<=659/1280, 	Unknown
2167/5120<=pK<=271/640,527/1024<=pL<=659/1280, 	Unknown
1081/2560<=pK<=2163/5120,659/1280<=pL<=2637/5120, 	Unknown
2163/5120<=pK<=541/1280,659/1280<=pL<=2637/5120, 	Unknown
1081/2560<=pK<=2163/5120,2637/5120<=pL<=1319/2560, 	Unknown
2163/5120<=pK<=541/1280,2637/5120<=pL<=1319/2560, 	Unknown
1081/2560<=pK<=2163/5120,1319/2560<=pL<=2639/5120, 	Unknown
2163/5120<=pK<=541/1280,1319/2560<=pL<=2639/5120, 	Unknown
1081/2560<=pK<=2163/5120,2639/5120<=pL<=33/64, 	Unknown
2163/5120<=pK<=541/1280,2639/5120<=pL<=33/64, 	Unknown
541/1280<=pK<=433/1024,659/1280<=pL<=2637/5120, 	Unknown
433/1024<=pK<=1083/2560,659/1280<=pL<=2637/5120, 	Unknown
541/1280<=pK<=433/1024,2637/5120<=pL<=1319/2560, 	Unknown
433/1024<=pK<=1083/2560,2637/5120<=pL<=1319/2560, 	Unknown
271/640<=pK<=2169/5120,329/640<=pL<=2633/5120, 	Unknown
2169/5120<=pK<=217/512,329/640<=pL<=2633/5120, 	Unknown
271/640<=pK<=2169/5120,2633/5120<=pL<=1317/2560, 	Unknown
2169/5120<=pK<=217/512,2633/5120<=pL<=1317/2560, 	Unknown
1079/2560<=pK<=2159/5120,1321/2560<=pL<=2643/5120, 	Unknown
2159/5120<=pK<=27/64,1321/2560<=pL<=2643/5120, 	Unknown
1079/2560<=pK<=2159/5120,2643/5120<=pL<=661/1280, 	Unknown
2159/5120<=pK<=27/64,2643/5120<=pL<=661/1280, 	Unknown
1077/2560<=pK<=431/1024,1323/2560<=pL<=2647/5120, 	Unknown
431/1024<=pK<=539/1280,1323/2560<=pL<=2647/5120, 	Unknown
1077/2560<=pK<=431/1024,2647/5120<=pL<=331/640, 	Unknown
431/1024<=pK<=539/1280,2647/5120<=pL<=331/640, 	Unknown
539/1280<=pK<=2157/5120,661/1280<=pL<=529/1024, 	Unknown
2157/5120<=pK<=1079/2560,661/1280<=pL<=529/1024, 	Unknown
539/1280<=pK<=2157/5120,529/1024<=pL<=1323/2560, 	Unknown
2157/5120<=pK<=1079/2560,529/1024<=pL<=1323/2560, 	Unknown
1079/2560<=pK<=2159/5120,661/1280<=pL<=529/1024, 	Unknown
2159/5120<=pK<=27/64,661/1280<=pL<=529/1024, 	Unknown
1079/2560<=pK<=2159/5120,529/1024<=pL<=1323/2560, 	Unknown
2159/5120<=pK<=27/64,529/1024<=pL<=1323/2560, 	Unknown
539/1280<=pK<=2157/5120,1323/2560<=pL<=2647/5120, 	Unknown
2157/5120<=pK<=1079/2560,1323/2560<=pL<=2647/5120, 	Unknown
539/1280<=pK<=2157/5120,2647/5120<=pL<=331/640, 	Unknown
2157/5120<=pK<=1079/2560,2647/5120<=pL<=331/640, 	Unknown
215/512<=pK<=2151/5120,663/1280<=pL<=2653/5120, 	Unknown
2151/5120<=pK<=269/640,663/1280<=pL<=2653/5120, 	Unknown
215/512<=pK<=2151/5120,2653/5120<=pL<=1327/2560, 	Unknown
2151/5120<=pK<=269/640,2653/5120<=pL<=1327/2560, 	Unknown
537/1280<=pK<=2149/5120,1327/2560<=pL<=531/1024, 	Unknown
2149/5120<=pK<=215/512,1327/2560<=pL<=531/1024, 	Unknown
537/1280<=pK<=2149/5120,531/1024<=pL<=83/160, 	Unknown
2149/5120<=pK<=215/512,531/1024<=pL<=83/160, 	Unknown
215/512<=pK<=2151/5120,1327/2560<=pL<=531/1024, 	Unknown
2151/5120<=pK<=269/640,1327/2560<=pL<=531/1024, 	Unknown
215/512<=pK<=2151/5120,531/1024<=pL<=83/160, 	Unknown
2151/5120<=pK<=269/640,531/1024<=pL<=83/160, 	Unknown
1077/2560<=pK<=431/1024,331/640<=pL<=2649/5120, 	Unknown
431/1024<=pK<=539/1280,331/640<=pL<=2649/5120, 	Unknown
1077/2560<=pK<=431/1024,2649/5120<=pL<=265/512, 	Unknown
431/1024<=pK<=539/1280,2649/5120<=pL<=265/512, 	Unknown
269/640<=pK<=2153/5120,265/512<=pL<=2651/5120, 	Unknown
2153/5120<=pK<=1077/2560,265/512<=pL<=2651/5120, 	Unknown
269/640<=pK<=2153/5120,2651/5120<=pL<=663/1280, 	Unknown
2153/5120<=pK<=1077/2560,2651/5120<=pL<=663/1280, 	Unknown
1077/2560<=pK<=431/1024,265/512<=pL<=2651/5120, 	Unknown
431/1024<=pK<=539/1280,265/512<=pL<=2651/5120, 	Unknown
1077/2560<=pK<=431/1024,2651/5120<=pL<=663/1280, 	Unknown
431/1024<=pK<=539/1280,2651/5120<=pL<=663/1280, 	Unknown
269/640<=pK<=2153/5120,663/1280<=pL<=2653/5120, 	Unknown
2153/5120<=pK<=1077/2560,663/1280<=pL<=2653/5120, 	Unknown
269/640<=pK<=2153/5120,2653/5120<=pL<=1327/2560, 	Unknown
2153/5120<=pK<=1077/2560,2653/5120<=pL<=1327/2560, 	Unknown
27/64<=pK<=2161/5120,33/64<=pL<=2641/5120, 	Unknown
2161/5120<=pK<=1081/2560,33/64<=pL<=2641/5120, 	Unknown
27/64<=pK<=2161/5120,2641/5120<=pL<=1321/2560, 	Unknown
2161/5120<=pK<=1081/2560,2641/5120<=pL<=1321/2560, 	Unknown
1081/2560<=pK<=2163/5120,33/64<=pL<=2641/5120, 	Unknown
2163/5120<=pK<=541/1280,33/64<=pL<=2641/5120, 	Unknown
1081/2560<=pK<=2163/5120,2641/5120<=pL<=1321/2560, 	Unknown
2163/5120<=pK<=541/1280,2641/5120<=pL<=1321/2560, 	Unknown
27/64<=pK<=2161/5120,1321/2560<=pL<=2643/5120, 	Unknown
2161/5120<=pK<=1081/2560,1321/2560<=pL<=2643/5120, 	Unknown
27/64<=pK<=2161/5120,2643/5120<=pL<=661/1280, 	Unknown
2161/5120<=pK<=1081/2560,2643/5120<=pL<=661/1280, 	Unknown
1071/2560<=pK<=2143/5120,1331/2560<=pL<=2663/5120, 	Unknown
2143/5120<=pK<=67/160,1331/2560<=pL<=2663/5120, 	Unknown
1071/2560<=pK<=2143/5120,2663/5120<=pL<=333/640, 	Unknown
2143/5120<=pK<=67/160,2663/5120<=pL<=333/640, 	Unknown
1069/2560<=pK<=2139/5120,1333/2560<=pL<=2667/5120, 	Unknown
2139/5120<=pK<=107/256,1333/2560<=pL<=2667/5120, 	Unknown
1069/2560<=pK<=2139/5120,2667/5120<=pL<=667/1280, 	Unknown
2139/5120<=pK<=107/256,2667/5120<=pL<=667/1280, 	Unknown
107/256<=pK<=2141/5120,333/640<=pL<=533/1024, 	Unknown
2141/5120<=pK<=1071/2560,333/640<=pL<=533/1024, 	Unknown
107/256<=pK<=2141/5120,533/1024<=pL<=1333/2560, 	Unknown
2141/5120<=pK<=1071/2560,533/1024<=pL<=1333/2560, 	Unknown
1071/2560<=pK<=2143/5120,333/640<=pL<=533/1024, 	Unknown
2143/5120<=pK<=67/160,333/640<=pL<=533/1024, 	Unknown
1071/2560<=pK<=2143/5120,533/1024<=pL<=1333/2560, 	Unknown
2143/5120<=pK<=67/160,533/1024<=pL<=1333/2560, 	Unknown
107/256<=pK<=2141/5120,1333/2560<=pL<=2667/5120, 	Unknown
2141/5120<=pK<=1071/2560,1333/2560<=pL<=2667/5120, 	Unknown
107/256<=pK<=2141/5120,2667/5120<=pL<=667/1280, 	Unknown
2141/5120<=pK<=1071/2560,2667/5120<=pL<=667/1280, 	Unknown
267/640<=pK<=2137/5120,667/1280<=pL<=2669/5120, 	Unknown
2137/5120<=pK<=1069/2560,667/1280<=pL<=2669/5120, 	Unknown
267/640<=pK<=2137/5120,2669/5120<=pL<=267/512, 	Unknown
2137/5120<=pK<=1069/2560,2669/5120<=pL<=267/512, 	Unknown
1069/2560<=pK<=2139/5120,667/1280<=pL<=2669/5120, 	Unknown
2139/5120<=pK<=107/256,667/1280<=pL<=2669/5120, 	Unknown
1069/2560<=pK<=2139/5120,2669/5120<=pL<=267/512, 	Unknown
2139/5120<=pK<=107/256,2669/5120<=pL<=267/512, 	Unknown
267/640<=pK<=2137/5120,267/512<=pL<=2671/5120, 	Unknown
2137/5120<=pK<=1069/2560,267/512<=pL<=2671/5120, 	Unknown
267/640<=pK<=2137/5120,2671/5120<=pL<=167/320, 	Unknown
2137/5120<=pK<=1069/2560,2671/5120<=pL<=167/320, 	Unknown
1063/2560<=pK<=2127/5120,1341/2560<=pL<=2683/5120, 	Unknown
2127/5120<=pK<=133/320,1341/2560<=pL<=2683/5120, 	Unknown
1063/2560<=pK<=2127/5120,2683/5120<=pL<=671/1280, 	Unknown
2127/5120<=pK<=133/320,2683/5120<=pL<=671/1280, 	Unknown
1061/2560<=pK<=2123/5120,1343/2560<=pL<=2687/5120, 	Unknown
2123/5120<=pK<=531/1280,1343/2560<=pL<=2687/5120, 	Unknown
1061/2560<=pK<=2123/5120,2687/5120<=pL<=21/40, 	Unknown
2123/5120<=pK<=531/1280,2687/5120<=pL<=21/40, 	Unknown
531/1280<=pK<=425/1024,671/1280<=pL<=537/1024, 	Unknown
425/1024<=pK<=1063/2560,671/1280<=pL<=537/1024, 	Unknown
531/1280<=pK<=425/1024,537/1024<=pL<=1343/2560, 	Unknown
425/1024<=pK<=1063/2560,537/1024<=pL<=1343/2560, 	Unknown
1063/2560<=pK<=2127/5120,671/1280<=pL<=537/1024, 	Unknown
2127/5120<=pK<=133/320,671/1280<=pL<=537/1024, 	Unknown
1063/2560<=pK<=2127/5120,537/1024<=pL<=1343/2560, 	Unknown
2127/5120<=pK<=133/320,537/1024<=pL<=1343/2560, 	Unknown
531/1280<=pK<=425/1024,1343/2560<=pL<=2687/5120, 	Unknown
425/1024<=pK<=1063/2560,1343/2560<=pL<=2687/5120, 	Unknown
531/1280<=pK<=425/1024,2687/5120<=pL<=21/40, 	Unknown
425/1024<=pK<=1063/2560,2687/5120<=pL<=21/40, 	Unknown
1067/2560<=pK<=427/1024,167/320<=pL<=2673/5120, 	Unknown
427/1024<=pK<=267/640,167/320<=pL<=2673/5120, 	Unknown
1067/2560<=pK<=427/1024,2673/5120<=pL<=1337/2560, 	Unknown
427/1024<=pK<=267/640,2673/5120<=pL<=1337/2560, 	Unknown
533/1280<=pK<=2133/5120,1337/2560<=pL<=535/1024, 	Unknown
2133/5120<=pK<=1067/2560,1337/2560<=pL<=535/1024, 	Unknown
533/1280<=pK<=2133/5120,535/1024<=pL<=669/1280, 	Unknown
2133/5120<=pK<=1067/2560,535/1024<=pL<=669/1280, 	Unknown
1067/2560<=pK<=427/1024,1337/2560<=pL<=535/1024, 	Unknown
427/1024<=pK<=267/640,1337/2560<=pL<=535/1024, 	Unknown
1067/2560<=pK<=427/1024,535/1024<=pL<=669/1280, 	Unknown
427/1024<=pK<=267/640,535/1024<=pL<=669/1280, 	Unknown
213/512<=pK<=2131/5120,669/1280<=pL<=2677/5120, 	Unknown
2131/5120<=pK<=533/1280,669/1280<=pL<=2677/5120, 	Unknown
213/512<=pK<=2131/5120,2677/5120<=pL<=1339/2560, 	Unknown
2131/5120<=pK<=533/1280,2677/5120<=pL<=1339/2560, 	Unknown
133/320<=pK<=2129/5120,1339/2560<=pL<=2679/5120, 	Unknown
2129/5120<=pK<=213/512,1339/2560<=pL<=2679/5120, 	Unknown
133/320<=pK<=2129/5120,2679/5120<=pL<=67/128, 	Unknown
2129/5120<=pK<=213/512,2679/5120<=pL<=67/128, 	Unknown
213/512<=pK<=2131/5120,1339/2560<=pL<=2679/5120, 	Unknown
2131/5120<=pK<=533/1280,1339/2560<=pL<=2679/5120, 	Unknown
213/512<=pK<=2131/5120,2679/5120<=pL<=67/128, 	Unknown
2131/5120<=pK<=533/1280,2679/5120<=pL<=67/128, 	Unknown
533/1280<=pK<=2133/5120,669/1280<=pL<=2677/5120, 	Unknown
2133/5120<=pK<=1067/2560,669/1280<=pL<=2677/5120, 	Unknown
533/1280<=pK<=2133/5120,2677/5120<=pL<=1339/2560, 	Unknown
2133/5120<=pK<=1067/2560,2677/5120<=pL<=1339/2560, 	Unknown
267/640<=pK<=2137/5120,167/320<=pL<=2673/5120, 	Unknown
2137/5120<=pK<=1069/2560,167/320<=pL<=2673/5120, 	Unknown
267/640<=pK<=2137/5120,2673/5120<=pL<=1337/2560, 	Unknown
2137/5120<=pK<=1069/2560,2673/5120<=pL<=1337/2560, 	Unknown
133/320<=pK<=2129/5120,67/128<=pL<=2681/5120, 	Unknown
2129/5120<=pK<=213/512,67/128<=pL<=2681/5120, 	Unknown
133/320<=pK<=2129/5120,2681/5120<=pL<=1341/2560, 	Unknown
2129/5120<=pK<=213/512,2681/5120<=pL<=1341/2560, 	Unknown
133/320<=pK<=2129/5120,1341/2560<=pL<=2683/5120, 	Unknown
2129/5120<=pK<=213/512,1341/2560<=pL<=2683/5120, 	Unknown
133/320<=pK<=2129/5120,2683/5120<=pL<=671/1280, 	Unknown
2129/5120<=pK<=213/512,2683/5120<=pL<=671/1280, 	Unknown
1073/2560<=pK<=2147/5120,83/160<=pL<=2657/5120, 	Unknown
2147/5120<=pK<=537/1280,83/160<=pL<=2657/5120, 	Unknown
1073/2560<=pK<=2147/5120,2657/5120<=pL<=1329/2560, 	Unknown
2147/5120<=pK<=537/1280,2657/5120<=pL<=1329/2560, 	Unknown
1073/2560<=pK<=2147/5120,1329/2560<=pL<=2659/5120, 	Unknown
2147/5120<=pK<=537/1280,1329/2560<=pL<=2659/5120, 	Unknown
1073/2560<=pK<=2147/5120,2659/5120<=pL<=133/256, 	Unknown
2147/5120<=pK<=537/1280,2659/5120<=pL<=133/256, 	Unknown
537/1280<=pK<=2149/5120,83/160<=pL<=2657/5120, 	Unknown
2149/5120<=pK<=215/512,83/160<=pL<=2657/5120, 	Unknown
537/1280<=pK<=2149/5120,2657/5120<=pL<=1329/2560, 	Unknown
2149/5120<=pK<=215/512,2657/5120<=pL<=1329/2560, 	Unknown
67/160<=pK<=429/1024,133/256<=pL<=2661/5120, 	Unknown
429/1024<=pK<=1073/2560,133/256<=pL<=2661/5120, 	Unknown
67/160<=pK<=429/1024,2661/5120<=pL<=1331/2560, 	Unknown
429/1024<=pK<=1073/2560,2661/5120<=pL<=1331/2560, 	Unknown
1073/2560<=pK<=2147/5120,133/256<=pL<=2661/5120, 	Unknown
2147/5120<=pK<=537/1280,133/256<=pL<=2661/5120, 	Unknown
1073/2560<=pK<=2147/5120,2661/5120<=pL<=1331/2560, 	Unknown
2147/5120<=pK<=537/1280,2661/5120<=pL<=1331/2560, 	Unknown
67/160<=pK<=429/1024,1331/2560<=pL<=2663/5120, 	Unknown
429/1024<=pK<=1073/2560,1331/2560<=pL<=2663/5120, 	Unknown
67/160<=pK<=429/1024,2663/5120<=pL<=333/640, 	Unknown
429/1024<=pK<=1073/2560,2663/5120<=pL<=333/640, 	Unknown
1103/2560<=pK<=2207/5120,323/640<=pL<=517/1024, 	Unknown
2207/5120<=pK<=69/160,323/640<=pL<=517/1024, 	Unknown
1103/2560<=pK<=2207/5120,517/1024<=pL<=1293/2560, 	Unknown
2207/5120<=pK<=69/160,517/1024<=pL<=1293/2560, 	Unknown
551/1280<=pK<=441/1024,1293/2560<=pL<=2587/5120, 	Unknown
441/1024<=pK<=1103/2560,1293/2560<=pL<=2587/5120, 	Unknown
551/1280<=pK<=441/1024,2587/5120<=pL<=647/1280, 	Unknown
441/1024<=pK<=1103/2560,2587/5120<=pL<=647/1280, 	Unknown
1103/2560<=pK<=2207/5120,1293/2560<=pL<=2587/5120, 	Unknown
2207/5120<=pK<=69/160,1293/2560<=pL<=2587/5120, 	Unknown
1103/2560<=pK<=2207/5120,2587/5120<=pL<=647/1280, 	Unknown
2207/5120<=pK<=69/160,2587/5120<=pL<=647/1280, 	Unknown
1101/2560<=pK<=2203/5120,259/512<=pL<=2591/5120, 	Unknown
2203/5120<=pK<=551/1280,259/512<=pL<=2591/5120, 	Unknown
1101/2560<=pK<=2203/5120,2591/5120<=pL<=81/160, 	Unknown
2203/5120<=pK<=551/1280,2591/5120<=pL<=81/160, 	Unknown
551/1280<=pK<=441/1024,647/1280<=pL<=2589/5120, 	Unknown
441/1024<=pK<=1103/2560,647/1280<=pL<=2589/5120, 	Unknown
551/1280<=pK<=441/1024,2589/5120<=pL<=259/512, 	Unknown
441/1024<=pK<=1103/2560,2589/5120<=pL<=259/512, 	Unknown
551/1280<=pK<=441/1024,259/512<=pL<=2591/5120, 	Unknown
441/1024<=pK<=1103/2560,259/512<=pL<=2591/5120, 	Unknown
551/1280<=pK<=441/1024,2591/5120<=pL<=81/160, 	Unknown
441/1024<=pK<=1103/2560,2591/5120<=pL<=81/160, 	Unknown
1111/2560<=pK<=2223/5120,1283/2560<=pL<=2567/5120, 	Unknown
2223/5120<=pK<=139/320,1283/2560<=pL<=2567/5120, 	Unknown
1111/2560<=pK<=2223/5120,2567/5120<=pL<=321/640, 	Unknown
2223/5120<=pK<=139/320,2567/5120<=pL<=321/640, 	Unknown
1107/2560<=pK<=443/1024,1287/2560<=pL<=515/1024, 	Unknown
